original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name,aligned_reason,update_reason,number_of_collapsed_taxa
Synima cordieri,Synima cordieri,Synima cordierorum,Synima cordierorum,Synima,species,APC,accepted,Synima cordierorum (F.Muell.) Radlk.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),orthographic variant,NA
Syzigium,Syzygium sp. [Syzigium],NA,Syzygium sp. [Syzigium],Syzygium,genus,APC,genus accepted,NA,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Syzigium kuranda,Syzygium kuranda,Syzygium kuranda,Syzygium kuranda,Syzygium,species,APC,accepted,Syzygium kuranda (F.M.Bailey) B.Hyland,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzigium tierneyanum,Syzygium tierneyanum,Syzygium tierneyanum,Syzygium tierneyanum,Syzygium,species,APC,accepted,Syzygium tierneyanum (F.Muell.) T.G.Hartley & L.M.Perry,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium,Syzygium sp. [Syzygium],NA,Syzygium sp. [Syzygium],Syzygium,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Syzygium australe,Syzygium australe,Syzygium australe,Syzygium australe,Syzygium,species,APC,accepted,Syzygium australe (J.C.Wendl. ex Link) B.Hyland,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium floribundum,Syzygium floribundum,Syzygium floribundum,Syzygium floribundum,Syzygium,species,APC,accepted,Syzygium floribundum F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium francisii,Syzygium francisii,Syzygium francisii,Syzygium francisii,Syzygium,species,APC,accepted,Syzygium francisii (F.M.Bailey) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium luehmannii,Syzygium luehmannii,Syzygium luehmannii,Syzygium luehmannii,Syzygium,species,APC,accepted,Syzygium luehmannii (F.Muell.) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium moorei,Syzygium moorei,Syzygium moorei,Syzygium moorei,Syzygium,species,APC,accepted,Syzygium moorei (F.Muell.) L.A.S.Johnson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium oleosum,Syzygium oleosum,Syzygium oleosum,Syzygium oleosum,Syzygium,species,APC,accepted,Syzygium oleosum (F.Muell.) B.Hyland,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium paniculatum,Syzygium paniculatum,Syzygium paniculatum,Syzygium paniculatum,Syzygium,species,APC,accepted,Syzygium paniculatum Gaertn.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium smithii,Syzygium smithii,Syzygium smithii,Syzygium smithii,Syzygium,species,APC,accepted,Syzygium smithii (Poir.) Nied.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Syzygium wilsonii subsp. wilsonii,Syzygium wilsonii subsp. wilsonii,Syzygium wilsonii subsp. wilsonii,Syzygium wilsonii subsp. wilsonii,Syzygium,subspecies,APC,accepted,Syzygium wilsonii (F.Muell.) B.Hyland subsp. wilsonii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Taraxacum,Taraxacum sp. [Taraxacum],NA,Taraxacum sp. [Taraxacum],Taraxacum,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Taraxacum officinale,Taraxacum officinale,Taraxacum sect. Taraxacum,Taraxacum sect. Taraxacum [alternative possible names: NA | Taraxacum hepaticolor (pro parte misapplied) | Taraxacum species group 1 (A.C.Beauglehole 67529) (pro parte misapplied) | Taraxacum khatoonae (misapplied)],Taraxacum,species,APC,accepted,Taraxacum F.H.Wigg. sect. Taraxacum,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),pro parte taxonomic synonym,1
Tecoma,Tecoma sp. [Tecoma],NA,Tecoma sp. [Tecoma],Tecoma,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Tephrosia astragaloides,Tephrosia astragaloides,Tephrosia astragaloides,Tephrosia astragaloides,Tephrosia,species,APC,accepted,Tephrosia astragaloides R.Br. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Terminalia catappa,Terminalia catappa,Terminalia catappa,Terminalia catappa,Terminalia,species,APC,accepted,Terminalia catappa L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Terminalia hadleyana,Terminalia hadleyana,Terminalia hadleyana,Terminalia hadleyana,Terminalia,species,APC,accepted,Terminalia hadleyana W.Fitzg.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Terminalia petiolaris,Terminalia petiolaris,Terminalia petiolaris,Terminalia petiolaris,Terminalia,species,APC,accepted,Terminalia petiolaris Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Themeda australis,Themeda australis,Themeda triandra,Themeda triandra,Themeda,species,APC,accepted,Themeda triandra Forssk.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Thespesia populnea,Thespesia populnea,Thespesia populnea,Thespesia populnea,Thespesia,species,APC,accepted,Thespesia populnea (L.) Sol. ex Correa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Thryptomene,Thryptomene sp. [Thryptomene],NA,Thryptomene sp. [Thryptomene],Thryptomene,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Thryptomene australis,Thryptomene australis,Thryptomene australis,Thryptomene australis,Thryptomene,species,APC,accepted,Thryptomene australis Endl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Thryptomene denticulata,Thryptomene denticulata,Thryptomene denticulata,Thryptomene denticulata,Thryptomene,species,APC,accepted,Thryptomene denticulata (F.Muell.) Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Thryptomene saxicola,Thryptomene saxicola,Thryptomene saxicola,Thryptomene saxicola,Thryptomene,species,APC,accepted,Thryptomene saxicola (A.Cunn. ex Hook.) Schauer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Thryptomene tuberculata,Thryptomene tuberculata,Malleostemon tuberculatus,Malleostemon tuberculatus,Malleostemon,species,APC,accepted,Malleostemon tuberculatus (E.Pritz.) J.W.Green,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),nomenclatural synonym,NA
Thysanotus,Thysanotus sp. [Thysanotus],NA,Thysanotus sp. [Thysanotus],Thysanotus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Toona,Toona sp. [Toona],NA,Toona sp. [Toona],Toona,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Toona australis,Toona australis,Toona ciliata,Toona ciliata,Toona,species,APC,accepted,Toona ciliata M.Roem.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Trachymene glaucifolia,Trachymene glaucifolia,Trachymene glaucifolia,Trachymene glaucifolia [alternative possible names: Trachymene bialata (pro parte misapplied)],Trachymene,species,APC,accepted,Trachymene glaucifolia (F.Muell.) Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Trema tomentosa,Trema tomentosa,Trema tomentosa,Trema tomentosa,Trema,species,APC,accepted,Trema tomentosa (Roxb.) H.Hara,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Tribulus occidentalis,Tribulus occidentalis,Tribulus occidentalis,Tribulus occidentalis [alternative possible names: Tribulus cistoides (pro parte misapplied) | Tribulus hystrix (pro parte misapplied) | Tribulus eichlerianus (misapplied) | Tribulus hystrix (misapplied)],Tribulus,species,APC,accepted,Tribulus occidentalis R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Trichodesma,Trichodesma sp. [Trichodesma],NA,Trichodesma sp. [Trichodesma],Trichodesma,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Trichodesma zeylanicum,Trichodesma zeylanicum,Trichodesma zeylanicum,Trichodesma zeylanicum,Trichodesma,species,APC,accepted,Trichodesma zeylanicum (Burm.f.) R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Trifolium,Trifolium sp. [Trifolium],NA,Trifolium sp. [Trifolium],Trifolium,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Tristania,Tristania sp. [Tristania],NA,Tristania sp. [Tristania],Tristania,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Tristania suaveolens,Tristania suaveolens,Lophostemon suaveolens,Lophostemon suaveolens,Lophostemon,species,APC,accepted,Lophostemon suaveolens (Sol. ex Gaertn.) Peter G.Wilson & J.T.Waterh.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),nomenclatural synonym,NA
Tristaniopsis,Tristaniopsis sp. [Tristaniopsis],NA,Tristaniopsis sp. [Tristaniopsis],Tristaniopsis,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Tristaniopsis laurina,Tristaniopsis laurina,Tristaniopsis laurina,Tristaniopsis laurina,Tristaniopsis,species,APC,accepted,Tristaniopsis laurina (Sm.) Peter G.Wilson & J.T.Waterh.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Triticum,Triticum sp. [Triticum],NA,Triticum sp. [Triticum],Triticum,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Triumfetta rhomboidea,Triumfetta rhomboidea,Triumfetta rhomboidea,Triumfetta rhomboidea,Triumfetta,species,APC,accepted,Triumfetta rhomboidea Jacq.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Turnera subulata,Turnera subulata,Turnera subulata,Turnera subulata,Turnera,species,APC,accepted,Turnera subulata Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Ulmaceae,Ulmaceae sp. [Ulmaceae],NA,Ulmaceae sp. [Ulmaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-15),NA,NA
Urodon,Urodon sp. [Urodon],NA,Urodon sp. [Urodon],Urodon,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Velleia spathulata,Velleia spathulata,Velleia spathulata,Velleia spathulata,Velleia,species,APC,accepted,Velleia spathulata R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Verbena bonariensis,Verbena bonariensis,Verbena bonariensis,Verbena bonariensis [alternative possible names: Verbena incompta (pro parte misapplied) | Verbena incompta (misapplied)],Verbena,species,APC,accepted,Verbena bonariensis L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Verticordia acerosa,Verticordia acerosa,Verticordia acerosa,Verticordia acerosa,Verticordia,species,APC,accepted,Verticordia acerosa Lindl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Verticordia forrestii,Verticordia forrestii,Verticordia forrestii,Verticordia forrestii,Verticordia,species,APC,accepted,Verticordia forrestii F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Verticordia picta,Verticordia picta,Verticordia picta,Verticordia picta,Verticordia,species,APC,accepted,Verticordia picta Endl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Verticordia serrata,Verticordia serrata,Verticordia serrata,Verticordia serrata,Verticordia,species,APC,accepted,Verticordia serrata (Lindl.) Schauer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Viminaria juncea,Viminaria juncea,Viminaria juncea,Viminaria juncea,Viminaria,species,APC,accepted,Viminaria juncea (Schrad. & J.C.Wendl.) Hoffmanns.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
